lat [deg],lon [deg]
34.0,-118.5
34.0,-119.0
-35.0,-67.0
-27.0,-62.0
-3.0,-53.0
-5.5,-40.0
39.5,-121.5
30.5,-100.5
-3.5,-46.0
-3.0,-54.5
-2.5,-54.0
-21.0,-60.5
-5.5,-48.5
-4.5,-47.5
43.0,-124.5
-5.0,-49.0
-5.0,-42.5
-3.5,-50.0
-3.0,-45.0
40.0,-121.5
-16.5,-60.0
-7.5,-38.5
-20.5,120.5
-5.0,-44.5
-7.0,-39.0
-4.5,-47.0
14.0,-11.5
-3.5,-39.0
-4.5,-45.5
-17.5,-61.5
-4.5,-46.0
14.0,-12.0
-20.0,-55.5
-5.0,-47.0
-6.0,-40.0
-21.0,120.0
-5.0,-45.0
-6.5,-39.5
-1.5,-53.5
14.0,-10.0
-4.5,-38.5
-1.5,-46.5
-23.0,-61.5
-15.0,128.5
-3.0,-46.0
14.5,-14.0
-21.0,-61.0
-20.5,120.0
-7.0,-40.0
-3.5,-49.0
-7.0,-39.5
14.5,-13.0
30.0,-9.5
-2.0,-52.0
-6.5,-46.0
-5.0,-45.5
-4.0,-48.5
-3.5,-49.5
-9.5,-43.5
-3.5,-47.0
1.0,-52.5
-2.5,-45.0
-2.5,-48.5
-5.0,-44.0
-4.5,-40.5
-29.0,-62.5
-4.0,-46.0
-4.0,-42.5
-4.0,-51.5
-17.5,-64.0
14.0,-12.5
-1.5,-55.5
-19.0,-58.0
-11.5,-65.0
-17.0,136.5
1.0,-50.5
-5.0,-37.5
-3.5,-42.5
-21.5,-63.5
-4.0,-49.5
-4.0,-46.5
-5.5,-39.5
-5.0,-46.0
14.0,-11.0
-11.5,39.5
-5.0,-43.0
29.0,-10.0
-20.0,123.0
-2.5,-55.0
-5.5,-38.0
-4.0,-43.5
30.5,-9.5
13.5,-10.0
14.0,-13.0
14.0,-8.5
-3.0,-49.0
-16.5,49.5
-1.0,-53.5
30.0,-92.0
-3.0,-50.0
9.0,-64.5
-12.5,133.5
-2.0,-55.0
-28.5,-59.0
-15.5,27.0
-2.5,-49.0
-2.5,-49.5
-3.5,-52.0
-2.0,-48.5
42.5,-124.5
-6.5,-38.5
-9.5,39.5
14.5,-12.5
-6.0,-39.5
